,id,HeadPitch,HeadYaw,HipPitch,HipRoll,KneePitch,LElbowRoll,LElbowYaw,LHand,LShoulderPitch,LShoulderRoll,LWristYaw,RElbowRoll,RElbowYaw,RHand,RShoulderPitch,RShoulderRoll,RWristYaw,R0R,R0G,R0B,L0R,L0G,L0B,R1R,R1G,R1B,L1R,L1G,L1B,R2R,R2G,R2B,L2R,L2G,L2B,R3R,R3G,R3B,L3R,L3G,L3B,R4R,R4G,R4B,L4R,L4G,L4B,R5R,R5G,R5B,L5R,L5G,L5B,R6R,R6G,R6B,L6R,L6G,L6B,R7R,R7G,R7B,L7R,L7G,L7B
0,Happy_4,-0.20095158,0.0,-0.036815643,-0.010737896,-0.0061359406,-0.5215535,-1.2287185,0.58963096,1.5600585,0.14266014,-0.013848066,0.5230875,1.2271847,0.58963096,1.5600584,-0.14266014,0.013764143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,Happy_4,-0.19941759,0.0,-0.036815643,-0.010737896,-0.0061359406,-0.5215535,-1.2287185,0.59050965,1.5600585,0.14266014,-0.0153820515,0.5215535,1.2287186,0.58963096,1.5600584,-0.14266014,0.013764143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9408867,0.9408867,0.9408867,0.9405941,1.0,0.9405941,0.9405941,1.0,0.9405941,0.9405941,0.9405941,0.9405941,0.9405941,0.9405941,0.9405941,0.8811882,1.0,0.8811882,0.8811882,1.0,0.8811882,0.88177335,0.88177335,0.88177335,0.82266,0.82266,0.82266,0.82266,1.0,0.82266,0.82266,1.0,0.82266,0.8217823,0.8217823,0.8217823
2,Happy_4,-0.19941759,0.0,-0.036815643,-0.012271881,-0.0061359406,-0.5215535,-1.2287185,0.58963096,1.5600585,0.14266014,-0.0153820515,0.5215535,1.2287186,0.58963096,1.5600584,-0.14266014,0.013764143,0.6980199,0.6980199,0.6980199,0.6995073,1.0,0.6995073,0.6995073,1.0,0.6995073,0.6995073,0.6995073,0.6995073,0.6995073,0.6995073,0.6995073,0.63861394,1.0,0.63861394,0.63861394,1.0,0.63861394,0.63861394,0.63861394,0.63861394,0.63861394,0.63861394,0.63861394,0.579208,1.0,0.579208,0.579208,1.0,0.579208,0.5812807,0.5812807,0.5812807,0.5812807,0.5812807,0.5812807,0.5812807,1.0,0.5812807,0.52216744,1.0,0.52216744,0.5198021,0.5198021,0.5198021
3,Happy_4,-0.19941759,0.0,-0.036815643,-0.010737896,-0.0046019554,-0.5215535,-1.2287185,0.59490335,1.5600585,0.14266014,-0.0153820515,0.5230875,1.2271847,0.59402466,1.5600584,-0.14266014,0.013764143,0.4603961,0.4603961,0.4603961,0.40394086,1.0,0.40394086,0.40394086,1.0,0.40394086,0.40394086,0.40394086,0.40394086,0.40394086,0.40394086,0.40394086,0.3415842,1.0,0.3415842,0.3415842,1.0,0.3415842,0.3415842,0.3415842,0.3415842,0.3415842,0.3415842,0.3415842,0.3415842,1.0,0.3415842,0.28217828,1.0,0.28217828,0.28571427,0.28571427,0.28571427,0.28571427,0.28571427,0.28571427,0.28571427,1.0,0.28571427,0.28571427,1.0,0.28571427,0.22277232,0.22277232,0.22277232
4,Happy_4,-0.20095158,0.0,-0.036815643,-0.010737896,-0.0061359406,-0.5215535,-1.2287185,0.59314585,1.5600585,0.14266014,-0.013848066,0.5246215,1.2287186,0.59138846,1.5600584,-0.14266014,0.013764143,0.16336638,0.16336638,0.16336638,0.16748768,1.0,0.16748768,0.16748768,1.0,0.10837438,0.10837438,0.10837438,0.10837438,0.10837438,0.10837438,0.10837438,0.103960425,1.0,0.103960425,0.103960425,1.0,0.103960425,0.103960425,0.04455447,0.04455447,0.04455447,0.04455447,0.04455447,0.04455447,1.0,0.04455447,0.04455447,1.0,0.04455447,0.049261086,0.049261086,0.049261086,0.049261086,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,Happy_4,-0.2086215,0.0,-0.036815643,-0.010737896,-0.0061359406,-0.5230875,-1.2287185,0.5817224,1.5569905,0.14266014,-0.0153820515,0.5322914,1.2225827,0.5782074,1.5554564,-0.14266014,0.013764143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,Happy_4,-0.22396111,0.0,-0.036815643,-0.010737896,-0.0061359406,-0.5246215,-1.2241166,0.5641476,1.5508546,0.14266014,-0.019984007,0.5445633,1.208777,0.5615114,1.5493205,-0.14266014,0.050580025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,Happy_4,-0.24697089,0.0015339851,-0.036815643,-0.010737896,-0.0076699257,-0.52768946,-1.2057087,0.54130054,1.5431848,0.14266014,-0.05373192,0.5614369,1.1903691,0.54130054,1.5385826,-0.14419413,0.09506607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,Happy_4,-0.25924277,0.0,-0.036815643,-0.010737896,-0.009203911,-0.52922344,-1.1965048,0.5210897,1.5355148,0.14112616,-0.08441186,0.57524276,1.1688933,0.5210897,1.5309126,-0.14419413,0.14262009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,Happy_4,-0.27151465,0.0,-0.036815643,-0.010737896,-0.010737896,-0.5322914,-1.1873014,0.4991213,1.5263109,0.13959217,-0.11816001,0.5905826,1.1443497,0.5008787,1.5232432,-0.14572811,0.18710613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,Happy_4,-0.2883885,0.0,-0.03834963,-0.010737896,-0.016873837,-0.5353594,-1.1734955,0.47188056,1.512505,0.14112616,-0.16571403,0.6135924,1.1152041,0.47363794,1.5109713,-0.14572811,0.25613594,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,Happy_4,-0.3037281,0.0,-0.03834963,-0.010737896,-0.021475792,-0.53996134,-1.1612236,0.4455185,1.4986993,0.14266014,-0.21173406,0.6350682,1.0921943,0.4481547,1.4940975,-0.14572811,0.323632,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,Happy_4,-0.31753397,0.0,-0.03834963,-0.010737896,-0.029145718,-0.5430293,-1.1474178,0.41827774,1.4833595,0.14572811,-0.26082206,0.6580777,1.0691845,0.42179263,1.4772236,-0.14572811,0.398798,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13,Happy_4,-0.32673788,-0.0015339851,-0.0414176,-0.010737896,-0.03528166,-0.5460973,-1.1366799,0.39455187,1.4695536,0.14879608,-0.30837607,0.6780195,1.046175,0.40158176,1.4618838,-0.1472621,0.46476007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.009980041,0.0
14,Happy_4,-0.3359418,-0.0015339851,-0.042951345,-0.010737896,-0.0414176,-0.54916525,-1.127476,0.3787346,1.4572818,0.15033007,-0.34059,0.6918254,1.0308352,0.38576448,1.4526799,-0.15033007,0.5107801,0.0,0.03393214,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.105788425,0.0
15,Happy_4,-0.34207773,-0.0015339851,-0.04448533,-0.010737896,-0.05062127,-0.552233,-1.119806,0.36467493,1.443476,0.15339804,-0.3804741,0.70563126,1.0154953,0.3725835,1.443476,-0.15339804,0.5598681,0.0,0.15369262,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.22554888,0.0
16,Happy_4,-0.3451457,-0.0015339851,-0.046019316,-0.010737896,-0.055223227,-0.55530095,-1.1152041,0.35500884,1.434272,0.15493202,-0.40501785,0.71636915,1.0032234,0.36379611,1.43734,-0.15493202,0.60128593,0.0,0.24950098,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.32135725,0.0
17,Happy_4,-0.3451457,-0.0015339851,-0.0475533,-0.010737896,-0.05675721,-0.55683494,-1.1121361,0.35325134,1.4312041,0.156466,-0.41882396,0.7194371,0.99862146,0.3620386,1.4327381,-0.15493202,0.61509204,0.0,0.3692614,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.44111767,0.0
18,Happy_4,-0.3451457,-0.0015339851,-0.06442714,-0.010737896,-0.058291197,-0.55683494,-1.1106021,0.35940242,1.4281361,0.156466,-0.4295621,0.72403884,0.9970875,0.3664323,1.4281361,-0.156466,0.62889814,0.0,0.46506977,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.53692603,0.0
19,Happy_4,-0.32673788,-0.0015339851,-0.06596112,-0.010737896,-0.06442714,-0.55683494,-1.1075342,0.36028123,1.4266021,0.156466,-0.43416405,0.7271068,0.9940195,0.3690685,1.4296701,-0.15799999,0.6335001,0.0,0.58483016,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.65668654,0.0
20,Happy_4,-0.29912615,-0.0030679703,-0.06596112,-0.010737896,-0.06902909,-0.56603885,-1.1060002,0.36028123,1.4266021,0.15799999,-0.43723202,0.7393787,0.9924855,0.3681898,1.4281361,-0.15799999,0.6319661,0.0,0.70459074,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.77844304,0.0
21,Happy_4,-0.30066013,-0.0030679703,-0.06596112,-0.010737896,-0.07363105,-0.58598065,-1.1060002,0.35061514,1.4250681,0.15799999,-0.43723202,0.7608545,0.9924855,0.36028123,1.4266021,-0.15799999,0.6335001,0.0,0.8263473,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8982036,0.0
22,Happy_4,-0.312932,-0.0030679703,-0.06596112,-0.010737896,-0.07516503,-0.60745645,-1.1060002,0.34622145,1.4250681,0.15799999,-0.438766,0.78386426,0.9924855,0.35852373,1.4281361,-0.15799999,0.6335001,0.0,0.92215574,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99401194,0.0
23,Happy_4,-0.33133984,-0.0030679703,-0.06596112,-0.010737896,-0.07516503,-0.6381359,-1.1060002,0.33831286,1.4250681,0.15799999,-0.438766,0.8176117,0.9924855,0.35237265,1.4281361,-0.15799999,0.6335001,0.0,0.9580838,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8862274,0.0
24,Happy_4,-0.36201954,-0.0030679703,-0.06596112,-0.010737896,-0.07363105,-0.6718836,-1.1060002,0.32513177,1.4250681,0.15799999,-0.438766,0.85442734,0.9924855,0.34622145,1.4281361,-0.15953398,0.6335001,0.0,0.8622753,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7904189,0.0
25,Happy_4,-0.38656306,-0.0030679703,-0.06442714,-0.010737896,-0.07363105,-0.6933594,-1.1060002,0.3163445,1.4250681,0.15799999,-0.438766,0.8774369,0.9924855,0.34182775,1.4266021,-0.15799999,0.6335001,0.0,0.74251467,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.67065835,0.0
26,Happy_4,-0.44178653,-0.0015339851,-0.06289315,-0.010737896,-0.07363105,-0.73170877,-1.1060002,0.29964852,1.4250681,0.15799999,-0.438766,0.9173205,0.9940195,0.33391917,1.4281361,-0.15799999,0.6335001,0.0,0.6467063,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.57485,0.0
27,Happy_4,-0.4555924,-0.0046019554,-0.059825182,-0.010737896,-0.07209706,-0.77312636,-1.1060002,0.28383124,1.4250681,0.15799999,-0.438766,0.9556701,0.9970875,0.32601058,1.4281361,-0.15799999,0.6335001,0.0,0.55089796,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4790417,0.0
28,Happy_4,-0.46939802,-0.0046019554,-0.058291197,-0.010737896,-0.07056308,-0.79460216,-1.1060002,0.27328646,1.4250681,0.15799999,-0.43723202,0.9802139,0.9970875,0.32249558,1.4281361,-0.15953398,0.63963604,0.0,0.43113753,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.35928127,0.0
29,Happy_4,-0.4924078,-0.0030679703,-0.058291197,-0.010737896,-0.06902909,-0.83141756,-1.1060002,0.2548331,1.4250681,0.15799999,-0.438766,1.020097,0.99862146,0.31810188,1.4281361,-0.15953398,0.645772,0.0,0.33532917,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2634729,0.0
30,Happy_4,-0.50928164,-0.0030679703,-0.058291197,-0.010737896,-0.06902909,-0.8682332,-1.1075342,0.23989451,1.4250681,0.15799999,-0.438766,1.0584466,1.0001554,0.3154657,1.4281361,-0.15953398,0.645772,0.0,0.21556877,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1437125,0.0
31,Happy_4,-0.52001953,-0.0030679703,-0.058291197,-0.010737896,-0.06902909,-0.8973787,-1.1060002,0.22671354,1.4250681,0.15799999,-0.438766,1.0891263,1.0016894,0.3172232,1.4281361,-0.15953398,0.645772,0.0,0.095808335,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.023952084,0.0
32,Happy_4,-0.5261555,-0.0030679703,-0.058291197,-0.010737896,-0.06902909,-0.9157865,-1.1060002,0.22583485,1.4250681,0.15799999,-0.438766,1.1044662,1.0016894,0.3198594,1.4281361,-0.16413593,0.645772,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07185628,0.0
33,Happy_4,-0.5261555,-0.0030679703,-0.058291197,-0.010737896,-0.07056308,-0.93112636,-1.1060002,0.23022842,1.4250681,0.15799999,-0.438766,1.1182721,1.0032234,0.3216169,1.4281361,-0.1672039,0.645772,0.0,0.119760476,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.19161676,0.0
34,Happy_4,-0.5261555,-0.0030679703,-0.058291197,-0.010737896,-0.07056308,-0.94339824,-1.1060002,0.22847104,1.4250681,0.15799999,-0.438766,1.12901,1.0032234,0.3207382,1.4281361,-0.1672039,0.645772,0.0,0.23952095,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.31137723,0.0
35,Happy_4,-0.5031457,-0.0030679703,-0.059825182,-0.010737896,-0.07056308,-0.95413613,-1.1060002,0.22144115,1.4250681,0.15799999,-0.438766,1.1412818,1.0047574,0.314587,1.4281361,-0.1672039,0.645772,0.0,0.33532932,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4071856,0.0
36,Happy_4,-0.46786404,-0.0030679703,-0.058291197,-0.010737896,-0.07056308,-0.964874,-1.1060002,0.21880496,1.4250681,0.15953398,-0.438766,1.1520197,1.0047574,0.3128295,1.4281361,-0.1672039,0.645772,0.0,0.45508978,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.526946,0.0
37,Happy_4,-0.4448545,-0.0030679703,-0.058291197,-0.010737896,-0.07056308,-0.97100997,-1.1060002,0.21704745,1.4250681,0.15799999,-0.438766,1.1596897,1.0047574,0.3119508,1.4281361,-0.16873789,0.645772,0.0,0.5748502,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.64670646,0.0
38,Happy_4,-0.38502908,-0.0030679703,-0.058291197,-0.010737896,-0.07056308,-0.9863496,-1.1060002,0.21177506,1.4250681,0.15799999,-0.438766,1.1765635,1.0047574,0.3093146,1.4266021,-0.1672039,0.645772,0.0,0.69461066,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.768463,0.0
39,Happy_4,-0.3666215,-0.0030679703,-0.059825182,-0.010737896,-0.07056308,-0.9940195,-1.1060002,0.21001756,1.4250681,0.15799999,-0.438766,1.1826994,1.0047574,0.3084358,1.4250681,-0.16873789,0.645772,0.0,0.79241514,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8882236,0.0
40,Happy_4,-0.3451457,-0.0046019554,-0.059825182,-0.010737896,-0.07056308,-1.0047574,-1.1060002,0.20474517,1.4250681,0.15799999,-0.438766,1.1949708,1.0062914,0.3066784,1.4235342,-0.16873789,0.64883995,0.0,0.9121757,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9840319,0.0
41,Happy_4,-0.3344078,-0.0030679703,-0.059825182,-0.010737896,-0.07056308,-1.0154953,-1.1060002,0.20123029,1.4250681,0.15799999,-0.438766,1.2041748,1.0062914,0.30404222,1.4204662,-0.16873789,0.668782,0.0,0.96806383,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.89620745,0.0
